"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Pan, H.; Tu, Q.; Yu, T.; Chang, J.; Wang, L.; Zhang, B.; Zhang, M.","Pan, Hao (57192084142); Tu, Qihui (58251348500); Yu, Tingting (58577085200); Chang, Jiang (58250921300); Wang, Linran (58576973900); Zhang, Bowei (58260683500); Zhang, Minjie (58577677800)","57192084142; 58251348500; 58577085200; 58250921300; 58576973900; 58260683500; 58577677800","Construction of intelligent and flexible manufacturing cell for aerospace products","2023","Proceedings of SPIE - The International Society for Optical Engineering","12717","","1271711","","","0","0","10.1117/12.2684671","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171276742&doi=10.1117%2F12.2684671&partnerID=40&md5=48c6bbcad967d980143a56d08cccbac8","Conference paper","Final","","Scopus","2-s2.0-85171276742"
"Dai, D.","Dai, Daqi (57216255229)","57216255229","Improved model and application of multi-objective optimization problem","2023","Proceedings of SPIE - The International Society for Optical Engineering","12744","","1274410","","","0","0","10.1117/12.2688947","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170829255&doi=10.1117%2F12.2688947&partnerID=40&md5=5a0214c7d59ce6a9d5faf620b8a05dc4","Conference paper","Final","","Scopus","2-s2.0-85170829255"
"Zhou, J.","Zhou, Jinjing (58573820800)","58573820800","Implementation Scheme and Research of IoT Electronic ""intelligent Manufacturing"" Based on MES System","2023","Proceedings of SPIE - The International Society for Optical Engineering","12722","","127223Z","","","0","0","10.1117/12.2679540","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170821795&doi=10.1117%2F12.2679540&partnerID=40&md5=ac871e53daaaaaf8d1713f50f4b257f7","Conference paper","Final","","Scopus","2-s2.0-85170821795"
"da Silva, D.P.; Pinheiro, J.; Abdulghani, S.; Kamma-Lorger, C.; Martińez, J.C.; Solano, E.; Mateus, A.; Pascoal-Faria, P.; Mitchell, G.R.","da Silva, Daniel P. (57659952200); Pinheiro, João (14829318900); Abdulghani, Saba (16314729600); Kamma-Lorger, Christina S. (25947467100); Martińez, Juan Carlos (56912691000); Solano, Eduardo (55263679100); Mateus, Artur J. (14028690000); Pascoal-Faria, Paula Cristina (57195259237); Mitchell, G.R R. (7403103397)","57659952200; 14829318900; 16314729600; 25947467100; 56912691000; 55263679100; 14028690000; 57195259237; 7403103397","Property mapping of LDPE during 3D printing: evaluating morphological development with X-ray scattering","2023","Frontiers in Mechanical Engineering","9","","1232562","","","0","4","10.3389/fmech.2023.1232562","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168424607&doi=10.3389%2Ffmech.2023.1232562&partnerID=40&md5=43e0913b6314b7a733be1ae7ad5c4f46","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85168424607"
"Zeferino, E.F.; Mpofu, K.; Makinde, O.; Ramatsetse, B.","Zeferino, Emanuel Fernando Samasseca (57214093597); Mpofu, Khumbulani M. (26322678400); Makinde, Olasumbo Ayodeji (57190961189); Ramatsetse, Boitumelo Innocent (56964501700)","57214093597; 26322678400; 57190961189; 56964501700","Establishment of an Appropriate Data Analytic Platform for Developing a Wisdom Manufacturing System Using Decision Techniques","2023","Lecture Notes in Mechanical Engineering","","","","622","629","0","1","10.1007/978-3-031-28839-5_70","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161472069&doi=10.1007%2F978-3-031-28839-5_70&partnerID=40&md5=00257578db919388a002b396900a5d21","Conference paper","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85161472069"
"Scholz, S.","Scholz, Sebastian (57226127906)","57226127906","Decentral decision-making for energy-aware charging of intralogistics equipment","2023","Logistics Research","16","1","4","","","0","3","10.23773/2023_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158076571&doi=10.23773%2F2023_4&partnerID=40&md5=bd5ff4cc5f7a47d3e3055b2757f749c2","Article","Final","","Scopus","2-s2.0-85158076571"
"Vatansever, K.; Yilmaz, H.; Özcan, T.; Konyalıoğlu, A.K.; Beldek, T.","Vatansever, Kubilay (57215420437); Yilmaz, Hande (58162414500); Özcan, Tuncay (36999935400); Konyalıoğlu, Aziz Kemal (57210103956); Beldek, Tuğçe (57191588757)","57215420437; 58162414500; 36999935400; 57210103956; 57191588757","Manufacturing Execution Systems and Evaluation of Machine Efficiency in Manufacturing Systems: An Example of an Injection Machine","2023","Lecture Notes in Mechanical Engineering","","","","35","48","0","0","10.1007/978-3-031-24457-5_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151161051&doi=10.1007%2F978-3-031-24457-5_4&partnerID=40&md5=0503aa2370c5f7566db3a8ddf2667f54","Conference paper","Final","","Scopus","2-s2.0-85151161051"
"Bektaş, G.E.; Cömert, E.; Yılmaz, E.S.; Tacoglu, M.; Bulut, Ö.; Kasap, B.; Aydın, P.; İnceoğlu, M.; Badak, E.; Şenol, H.; Özcureci, K.","Bektaş, Gamze Esma (58162493700); Cömert, Ege (58162626700); Yılmaz, Ezgi Sena (58162493800); Tacoglu, Melis Tan (58162897600); Bulut, Önder (35168573500); Kasap, Burçin (58162219000); Aydın, Pınar (58162624000); İnceoğlu, Mustafa (59186386900); Badak, Eda (58162626800); Şenol, Hasan (58162897700); Özcureci, Kaan (58162764300)","58162493700; 58162626700; 58162493800; 58162897600; 35168573500; 58162219000; 58162624000; 59186386900; 58162626800; 58162897700; 58162764300","A Genetic Algorithm for a Real-Life Scheduling Problem in the Valve Industry","2023","Lecture Notes in Mechanical Engineering","","","","697","710","0","0","10.1007/978-3-031-24457-5_55","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151152190&doi=10.1007%2F978-3-031-24457-5_55&partnerID=40&md5=8fffe86c75c5464c968bed5a8045fa29","Conference paper","Final","","Scopus","2-s2.0-85151152190"
"Artan, D.; Tezcan, P.; Karlı, A.; Sertpoyraz, E.; Mermerci, D.; Efekan, E.; Duran, E.; Ornek, M.A.","Artan, Damla (58162213500); Tezcan, Pelin (58163154600); Karlı, Aysu (58162890500); Sertpoyraz, Egemen (58163154700); Mermerci, Deniz (58162757700); Efekan, Ege (58163017200); Duran, Ege (57212214171); Ornek, Mustafa Arslan (55926629500)","58162213500; 58163154600; 58162890500; 58163154700; 58162757700; 58163017200; 57212214171; 55926629500","Multiple Size Cutting Stock Problem in Steel Industry","2023","Lecture Notes in Mechanical Engineering","","","","770","779","0","0","10.1007/978-3-031-24457-5_61","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151134592&doi=10.1007%2F978-3-031-24457-5_61&partnerID=40&md5=b5efb6739e98aefb95eb2636e8422a30","Conference paper","Final","","Scopus","2-s2.0-85151134592"
"Lin, Z.; Yang, W.; Chen, X.; Zuo, X.","Lin, Zaining (57224617988); Yang, Wenjie (55501063600); Chen, Xiujie (57224620205); Zuo, Xuebin (58162357700)","57224617988; 55501063600; 57224620205; 58162357700","Design of Intelligent Decision Support System for Production Collaboration in Flexible Packaging Printing Enterprises","2023","Lecture Notes in Electrical Engineering","991 LNEE","","","452","456","0","0","10.1007/978-981-19-9024-3_57","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151128147&doi=10.1007%2F978-981-19-9024-3_57&partnerID=40&md5=8b37165cdadec8b79ce49fb67578fb1e","Conference paper","Final","","Scopus","2-s2.0-85151128147"
"Aldemir, A.; Pancarcı, B.; Oral, B.E.; Şahin, H.; Çakır, İ.O.; Şahbaz, Z.; Oner, A.; Erdem, G.; Çakır, Ç.","Aldemir, Aybüke (58162760100); Pancarcı, Batuhan (58162892800); Oral, Buse Eylül (58162621400); Şahin, Helin (58162488000); Çakır, İbrahim Onur (58162760200); Şahbaz, Zülfinaz (58162352200); Oner, Adalet (48361901600); Erdem, Gamze (57822095100); Çakır, Çağlar (58162892900)","58162760100; 58162892800; 58162621400; 58162488000; 58162760200; 58162352200; 48361901600; 57822095100; 58162892900","Job Scheduling Problem in the Production of Electrical Equipment","2023","Lecture Notes in Mechanical Engineering","","","","818","830","0","0","10.1007/978-3-031-24457-5_65","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151118983&doi=10.1007%2F978-3-031-24457-5_65&partnerID=40&md5=4f85ac4d4b753fa0c591792c576b7e88","Conference paper","Final","","Scopus","2-s2.0-85151118983"
"Piat, J.-R.; Dafflon, B.; Bentaha, M.L.; Gerphagnon, Y.; Moalla, N.","Piat, Jean Rémi (58160836800); Dafflon, Baudouin (51763459500); Bentaha, Mohand Lounes (55858170200); Gerphagnon, Yannick (58160924000); Moalla, Néjib (23100964800)","58160836800; 51763459500; 55858170200; 58160924000; 23100964800","A Framework to Optimize Laser Welding Process by Machine Learning in a SME Environment","2023","IFIP Advances in Information and Communication Technology","667 IFIP","","","431","439","0","3","10.1007/978-3-031-25182-5_42","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151061679&doi=10.1007%2F978-3-031-25182-5_42&partnerID=40&md5=4725f83684b74898424c25e8efe28ab6","Conference paper","Final","","Scopus","2-s2.0-85151061679"
"Workneh, A.D.; Gmira, M.","Workneh, Abebaw Degu (58030153000); Gmira, Maha (57216770774)","58030153000; 57216770774","Learning to schedule (L2S): adaptive job shop scheduling using double deep Q network","2023","Smart Science","11","3","","409","423","0","9","10.1080/23080477.2023.2187528","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150645782&doi=10.1080%2F23080477.2023.2187528&partnerID=40&md5=e2537c807480c06f5223b758e3878d85","Article","Final","","Scopus","2-s2.0-85150645782"
"Lei, J.; Hui, J.; Chang, F.; Dassari, S.; Ding, K.","Lei, Jingyuan (57210219009); Hui, Jizhuang (8230626900); Chang, Fengtian (57194276590); Dassari, Salim (57972169300); Ding, Kai (57197803748)","57210219009; 8230626900; 57194276590; 57972169300; 57197803748","Reinforcement learning-based dynamic production-logistics-integrated tasks allocation in smart factories","2023","International Journal of Production Research","61","13","","4419","4436","0","22","10.1080/00207543.2022.2142314","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142248035&doi=10.1080%2F00207543.2022.2142314&partnerID=40&md5=6edee63c229110da2aa1d03082869f7c","Article","Final","","Scopus","2-s2.0-85142248035"
"Medini, K.","Medini, Khaled (55263489300)","55263489300","A framework for agility improvement projects in the post mass customisation era","2023","International Journal of Production Research","61","20","","7105","7121","0","17","10.1080/00207543.2022.2146228","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142239963&doi=10.1080%2F00207543.2022.2146228&partnerID=40&md5=e00ccde478ca324e82ebc9b71520927c","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85142239963"
"Lacroix, R.; Timonina-Farkas, A.; Seifert, R.W.","Lacroix, Rachel (57226176115); Timonina-Farkas, Anna V. (57193278804); Seifert, Ralf W. (7102142226)","57226176115; 57193278804; 7102142226","Utilizing additive manufacturing and mass customization under capacity constraints","2023","Journal of Intelligent Manufacturing","34","1","","281","301","0","11","10.1007/s10845-022-02007-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138890456&doi=10.1007%2Fs10845-022-02007-x&partnerID=40&md5=6e268fb750fcaf0464671e7ece231195","Article","Final","All Open Access; Green Final Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85138890456"
"Kovalenko, I.; Balta, E.C.; Tilbury, D.M.; Barton, K.","Kovalenko, Ilya (57202491754); Balta, Efe Can (57200006563); Tilbury, Dawn M. (7003832110); Barton, Kira L. (16416800000)","57202491754; 57200006563; 7003832110; 16416800000","Cooperative Product Agents to Improve Manufacturing System Flexibility: A Model-Based Decision Framework","2023","IEEE Transactions on Automation Science and Engineering","20","1","","440","457","0","28","10.1109/TASE.2022.3156384","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126685132&doi=10.1109%2FTASE.2022.3156384&partnerID=40&md5=333d5481e4e403b50585745f6babd69c","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85126685132"
"Barbosa, C.; Malarranha, C.; Azevedo, A.; Carvalho, A.; Barbosa-Povoa, A.","Barbosa, Cátia (57188637705); Malarranha, Carlos (57205742345); Azevedo, Americo Lopes (57777637900); Carvalho, Ana Isabel Cerqueira S.G. (57190838427); Barbosa-Povoa, Ana Paula (6701390223)","57188637705; 57205742345; 57777637900; 57190838427; 6701390223","A hybrid simulation approach applied in sustainability performance assessment in make-to-order supply chains: The case of a commercial aircraft manufacturer","2023","Journal of Simulation","17","1","","32","57","0","17","10.1080/17477778.2021.1931500","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107383542&doi=10.1080%2F17477778.2021.1931500&partnerID=40&md5=cf54fd5849f98519939b21be722f3837","Article","Final","","Scopus","2-s2.0-85107383542"
"Varela, L.R.; Alves, C.F.V.; Santos, A.S.; Vieira, G.G.; Lopes, N.; Putnik, G.D.","Varela, M. Leonilde R. (59491264800); Alves, Cátia Filipa Veiga (55909979000); Santos, André S. (56424720900); Vieira, Gaspar Gonçalves (55345475500); Lopes, Nuno Alberto Ferreira (55910037900); Putnik, Goran D. (8609137800)","59491264800; 55909979000; 56424720900; 55345475500; 55910037900; 8609137800","Analysis of a Collaborative Scheduling Model Applied in a Job Shop Manufacturing Environment","2022","Machines","10","12","1138","","","0","7","10.3390/machines10121138","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144708995&doi=10.3390%2Fmachines10121138&partnerID=40&md5=0b089b645110697f76cc9c65c8911937","Article","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85144708995"
"Nasiopoulos, D.K.; Mastrakoulis, D.M.; Arvanitidis, D.A.","Nasiopoulos, Dimitrios Κ. (56590126700); Mastrakoulis, Dimitrios M. (57963819400); Arvanitidis, Dimitrios A. (58026555800)","56590126700; 57963819400; 58026555800","The Contribution of Digital Technology to the Forecasting of Supply Chain Development, in IT Products, Modeling and Simulation of the Problem","2022","Forecasting","4","4","","1019","1037","0","2","10.3390/forecast4040055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144528507&doi=10.3390%2Fforecast4040055&partnerID=40&md5=892c16e6329498ee78fee64dde139be9","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85144528507"
"Chu, H.; Dong, K.; Li, R.; Cheng, Q.; Zhang, C.; Huang, K.; Yang, C.; Zheng, Y.","Chu, Hongyang Yan (7202364843); Dong, Ke (57976593000); Li, Rui (59445724600); Cheng, Qiang (57201944345); Zhang, Caixia (57218397490); Huang, Kaifeng (57976839900); Yang, Congbin (55614075200); Zheng, Yaqi (57559176300)","7202364843; 57976593000; 59445724600; 57201944345; 57218397490; 57976839900; 55614075200; 57559176300","Integrated modeling and optimization of production planning and scheduling in hybrid flow shop for order production mode","2022","Computers and Industrial Engineering","174","","108741","","","0","18","10.1016/j.cie.2022.108741","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142439495&doi=10.1016%2Fj.cie.2022.108741&partnerID=40&md5=1c37ba3d7964c0daaabfc449c1454957","Article","Final","","Scopus","2-s2.0-85142439495"
"Rahman, H.F.; Servranckx, T.; Chakrabortty, R.K.; Vanhoucke, M.; Elsawah, S.","Rahman, Humyun Fuad (55822673700); Servranckx, Tom (57204173799); Chakrabortty, Ripon K. (55538597700); Vanhoucke, Mario (6602303040); Elsawah, Sondoss (36682211400)","55822673700; 57204173799; 55538597700; 6602303040; 36682211400","Manufacturing project scheduling considering human factors to minimize total cost and carbon footprints","2022","Applied Soft Computing","131","","109764","","","0","12","10.1016/j.asoc.2022.109764","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141928334&doi=10.1016%2Fj.asoc.2022.109764&partnerID=40&md5=de2090f8cf3c60edea011ea1e8bbe428","Article","Final","","Scopus","2-s2.0-85141928334"
"Zhang, Y.; Zhu, H.; Tang, D.; Zhou, T.; Gui, Y.","Zhang, Yi (57221367424); Zhu, Haihua (56426662200); Tang, Dunbing (7401986837); Zhou, Tong (57192425698); Gui, Yong (57217077110)","57221367424; 56426662200; 7401986837; 57192425698; 57217077110","Dynamic job shop scheduling based on deep reinforcement learning for multi-agent manufacturing systems","2022","Robotics and Computer-Integrated Manufacturing","78","","102412","","","0","188","10.1016/j.rcim.2022.102412","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133429544&doi=10.1016%2Fj.rcim.2022.102412&partnerID=40&md5=83560ba563464aa980608fb848d409c6","Article","Final","","Scopus","2-s2.0-85133429544"
"Yetiş, H.; Karakose, M.; Baygin, N.","Yetiş, Hasan (57192676200); Karakose, Mehmet (8881363800); Baygin, Nursena (56340136600)","57192676200; 8881363800; 56340136600","Blockchain-based mass customization framework using optimized production management for industry 4.0 applications","2022","Engineering Science and Technology, an International Journal","36","","101151","","","0","32","10.1016/j.jestch.2022.101151","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127293384&doi=10.1016%2Fj.jestch.2022.101151&partnerID=40&md5=b5390b6b7767dd5d54e67200e0bb998a","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85127293384"
"Peinado-Guerrero, M.A.; Villalobos, J.R.","Peinado-Guerrero, Miguel A. (57219607788); Villalobos, J. René (7006617652)","57219607788; 7006617652","Using inventory as energy storage for demand-side management of manufacturing operations","2022","Journal of Cleaner Production","375","","134213","","","0","8","10.1016/j.jclepro.2022.134213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138462741&doi=10.1016%2Fj.jclepro.2022.134213&partnerID=40&md5=142265446a1670424886ef3d0ef0df8c","Article","Final","","Scopus","2-s2.0-85138462741"
